Mod:Item:MetaData, Localized Name
ExtraUtilities:color_brick:15, Colored Bricks (Black Frequency)
ExtraUtilities:color_stonebrick:0, Colored Cobblestone (White Frequency)
ExtraUtilities:color_stonebrick:1, Colored Cobblestone (Orange Frequency)
ExtraUtilities:color_stonebrick:2, Colored Cobblestone (Magenta Frequency)
ExtraUtilities:color_stonebrick:3, Colored Cobblestone (Light Blue Frequency)
ExtraUtilities:color_stonebrick:4, Colored Cobblestone (Yellow Frequency)
ExtraUtilities:color_stonebrick:5, Colored Cobblestone (Lime Frequency)
ExtraUtilities:color_stonebrick:6, Colored Cobblestone (Pink Frequency)
ExtraUtilities:color_stonebrick:7, Colored Cobblestone (Gray Frequency)
ExtraUtilities:color_stonebrick:8, Colored Cobblestone (Light Gray Frequency)
ExtraUtilities:color_stonebrick:9, Colored Cobblestone (Cyan Frequency)
ExtraUtilities:color_stonebrick:10, Colored Cobblestone (Purple Frequency)
ExtraUtilities:color_stonebrick:11, Colored Cobblestone (Blue Frequency)
ExtraUtilities:color_stonebrick:12, Colored Cobblestone (Brown Frequency)
ExtraUtilities:color_stonebrick:13, Colored Cobblestone (Green Frequency)
ExtraUtilities:color_stonebrick:14, Colored Cobblestone (Red Frequency)
ExtraUtilities:color_stonebrick:15, Colored Cobblestone (Black Frequency)
ExtraUtilities:color_blockLapis:0, Colored Lapis Lazuli Block (White Frequency)
ExtraUtilities:color_blockLapis:1, Colored Lapis Lazuli Block (Orange Frequency)
ExtraUtilities:color_blockLapis:2, Colored Lapis Lazuli Block (Magenta Frequency)
ExtraUtilities:color_blockLapis:3, Colored Lapis Lazuli Block (Light Blue Frequency)
ExtraUtilities:color_blockLapis:4, Colored Lapis Lazuli Block (Yellow Frequency)
ExtraUtilities:color_blockLapis:5, Colored Lapis Lazuli Block (Lime Frequency)
ExtraUtilities:color_blockLapis:6, Colored Lapis Lazuli Block (Pink Frequency)
ExtraUtilities:color_blockLapis:7, Colored Lapis Lazuli Block (Gray Frequency)
ExtraUtilities:color_blockLapis:8, Colored Lapis Lazuli Block (Light Gray Frequency)
ExtraUtilities:color_blockLapis:9, Colored Lapis Lazuli Block (Cyan Frequency)
ExtraUtilities:color_blockLapis:10, Colored Lapis Lazuli Block (Purple Frequency)
ExtraUtilities:color_blockLapis:11, Colored Lapis Lazuli Block (Blue Frequency)
ExtraUtilities:color_blockLapis:12, Colored Lapis Lazuli Block (Brown Frequency)
ExtraUtilities:color_blockLapis:13, Colored Lapis Lazuli Block (Green Frequency)
ExtraUtilities:color_blockLapis:14, Colored Lapis Lazuli Block (Red Frequency)
ExtraUtilities:color_blockLapis:15, Colored Lapis Lazuli Block (Black Frequency)
ExtraUtilities:color_obsidian:0, Colored Obsidian (White Frequency)
ExtraUtilities:color_obsidian:1, Colored Obsidian (Orange Frequency)
ExtraUtilities:color_obsidian:2, Colored Obsidian (Magenta Frequency)
ExtraUtilities:color_obsidian:3, Colored Obsidian (Light Blue Frequency)
ExtraUtilities:color_obsidian:4, Colored Obsidian (Yellow Frequency)
ExtraUtilities:color_obsidian:5, Colored Obsidian (Lime Frequency)
ExtraUtilities:color_obsidian:6, Colored Obsidian (Pink Frequency)
ExtraUtilities:color_obsidian:7, Colored Obsidian (Gray Frequency)
ExtraUtilities:color_obsidian:8, Colored Obsidian (Light Gray Frequency)
ExtraUtilities:color_obsidian:9, Colored Obsidian (Cyan Frequency)
ExtraUtilities:color_obsidian:10, Colored Obsidian (Purple Frequency)
ExtraUtilities:color_obsidian:11, Colored Obsidian (Blue Frequency)
ExtraUtilities:color_obsidian:12, Colored Obsidian (Brown Frequency)
ExtraUtilities:color_obsidian:13, Colored Obsidian (Green Frequency)
ExtraUtilities:color_obsidian:14, Colored Obsidian (Red Frequency)
ExtraUtilities:color_obsidian:15, Colored Obsidian (Black Frequency)
ExtraUtilities:color_blockRedstone:0, Colored Block of Redstone (White Frequency)
ExtraUtilities:color_blockRedstone:1, Colored Block of Redstone (Orange Frequency)
ExtraUtilities:color_blockRedstone:2, Colored Block of Redstone (Magenta Frequency)
ExtraUtilities:color_blockRedstone:3, Colored Block of Redstone (Light Blue Frequency)
ExtraUtilities:color_blockRedstone:4, Colored Block of Redstone (Yellow Frequency)
ExtraUtilities:color_blockRedstone:5, Colored Block of Redstone (Lime Frequency)
ExtraUtilities:color_blockRedstone:6, Colored Block of Redstone (Pink Frequency)
ExtraUtilities:color_blockRedstone:7, Colored Block of Redstone (Gray Frequency)
ExtraUtilities:color_blockRedstone:8, Colored Block of Redstone (Light Gray Frequency)
ExtraUtilities:color_blockRedstone:9, Colored Block of Redstone (Cyan Frequency)
ExtraUtilities:color_blockRedstone:10, Colored Block of Redstone (Purple Frequency)
ExtraUtilities:color_blockRedstone:11, Colored Block of Redstone (Blue Frequency)
ExtraUtilities:color_blockRedstone:12, Colored Block of Redstone (Brown Frequency)
ExtraUtilities:color_blockRedstone:13, Colored Block of Redstone (Green Frequency)
ExtraUtilities:color_blockRedstone:14, Colored Block of Redstone (Red Frequency)
ExtraUtilities:color_blockRedstone:15, Colored Block of Redstone (Black Frequency)
ExtraUtilities:color_blockCoal:0, Colored Block of Coal (White Frequency)
ExtraUtilities:color_blockCoal:1, Colored Block of Coal (Orange Frequency)
ExtraUtilities:color_blockCoal:2, Colored Block of Coal (Magenta Frequency)
ExtraUtilities:color_blockCoal:3, Colored Block of Coal (Light Blue Frequency)
ExtraUtilities:color_blockCoal:4, Colored Block of Coal (Yellow Frequency)
ExtraUtilities:color_blockCoal:5, Colored Block of Coal (Lime Frequency)
ExtraUtilities:color_blockCoal:6, Colored Block of Coal (Pink Frequency)
ExtraUtilities:color_blockCoal:7, Colored Block of Coal (Gray Frequency)
ExtraUtilities:color_blockCoal:8, Colored Block of Coal (Light Gray Frequency)
ExtraUtilities:color_blockCoal:9, Colored Block of Coal (Cyan Frequency)
ExtraUtilities:color_blockCoal:10, Colored Block of Coal (Purple Frequency)
ExtraUtilities:color_blockCoal:11, Colored Block of Coal (Blue Frequency)
ExtraUtilities:color_blockCoal:12, Colored Block of Coal (Brown Frequency)
ExtraUtilities:color_blockCoal:13, Colored Block of Coal (Green Frequency)
ExtraUtilities:color_blockCoal:14, Colored Block of Coal (Red Frequency)
ExtraUtilities:color_blockCoal:15, Colored Block of Coal (Black Frequency)
ExtraUtilities:cobblestone_compressed:0, Compressed Cobblestone
ExtraUtilities:cobblestone_compressed:1, Double Compressed Cobblestone
ExtraUtilities:cobblestone_compressed:2, Triple Compressed Cobblestone
ExtraUtilities:cobblestone_compressed:3, Quadruple Compressed Cobblestone
ExtraUtilities:cobblestone_compressed:4, Quintuple Compressed Cobblestone
ExtraUtilities:cobblestone_compressed:5, Sextuple Compressed Cobblestone
ExtraUtilities:cobblestone_compressed:6, Septuple Compressed Cobblestone
ExtraUtilities:cobblestone_compressed:7, Octuple Compressed Cobblestone
ExtraUtilities:cobblestone_compressed:8, Compressed Dirt
ExtraUtilities:cobblestone_compressed:9, Double Compressed Dirt
ExtraUtilities:cobblestone_compressed:10, Triple Compressed Dirt
ExtraUtilities:cobblestone_compressed:11, Quadruple Compressed Dirt
ExtraUtilities:cobblestone_compressed:12, Compressed Gravel
ExtraUtilities:cobblestone_compressed:13, Double Compressed Gravel
ExtraUtilities:cobblestone_compressed:14, Compressed Sand
ExtraUtilities:cobblestone_compressed:15, Double Compressed Sand
ExtraUtilities:conveyor, Conveyor Belt
ExtraUtilities:filing:0, Filing Cabinet
ExtraUtilities:filing:1, Filing Cabinet (Advanced)
ExtraUtilities:greenscreen:0, Lapis Caelestis Albus (White)
ExtraUtilities:greenscreen:1, Lapis Caelestis Aurantiacus (Orange)
ExtraUtilities:greenscreen:2, Lapis Caelestis Purpura Amethystinus (Magenta)
ExtraUtilities:greenscreen:3, Lapis Caelestis Caesicius (Light Blue)
ExtraUtilities:greenscreen:4, Lapis Caelestis Flavus (Yellow)
ExtraUtilities:greenscreen:5, Lapis Caelestis Viridis (Green)
ExtraUtilities:greenscreen:6, Lapis Caelestis Roseus (Pink)
ExtraUtilities:greenscreen:7, Lapis Caelestis Cinereus (Gray)
ExtraUtilities:greenscreen:8, Lapis Caelestis Lux Cinereus (Light Gray)
ExtraUtilities:greenscreen:9, Lapis Caelestis Callainus (Cyan)
ExtraUtilities:greenscreen:10, Lapis Caelestis Purpura (Purple)
ExtraUtilities:greenscreen:11, Lapis Caelestis Caeruleus (Blue)
ExtraUtilities:greenscreen:12, Lapis Caelestis Fuscus (Brown)
ExtraUtilities:greenscreen:13, Lapis Caelestis Paphiae Myrti (Dark Green)
ExtraUtilities:greenscreen:14, Lapis Caelestis Rufus (Red)
ExtraUtilities:greenscreen:15, Lapis Caelestis Nox (Black)
ExtraUtilities:peaceful_table_top, Peaceful Table
ExtraUtilities:trading_post, Trading Post
ExtraUtilities:sound_muffler:0, Sound Muffler
ExtraUtilities:sound_muffler:1, Rain Muffler
ExtraUtilities:extractor_base:0, Transfer Node (Items)
ExtraUtilities:extractor_base:6, Transfer Node (Liquids)
ExtraUtilities:extractor_base:12, Transfer Node (Energy)
ExtraUtilities:extractor_base:13, Transfer Node (Hyper Energy)
ExtraUtilities:extractor_base_remote:0, Retrieval Node (Items)
ExtraUtilities:extractor_base_remote:6, Retrieval Node (Liquids)
ExtraUtilities:pipes:0, Transfer Pipe
ExtraUtilities:pipes:8, Sorting Pipe
ExtraUtilities:pipes:9, Filter Pipe
ExtraUtilities:pipes:10, Rationing Pipe
ExtraUtilities:pipes:11, Energy Pipe
ExtraUtilities:pipes:12, Crossover Pipe
ExtraUtilities:pipes:13, Mod Sorting Pipe
ExtraUtilities:pipes:14, Energy Extraction Pipe
ExtraUtilities:pipes.1:0, Hyper-Rationing Pipe
ExtraUtilities:cursedearthside, Cursed Earth
ExtraUtilities:trashcan, Trash Can
ExtraUtilities:spike_base, Iron Spike
ExtraUtilities:spike_base_diamond, Diamond Spike
ExtraUtilities:spike_base_gold, Golden Spike
ExtraUtilities:spike_base_wood, Wooden Spike
ExtraUtilities:enderThermicPump, Ender-Thermic Pump
ExtraUtilities:enderQuarry, Ender Quarry
ExtraUtilities:enderQuarryUpgrade:0, Ender Quarry Upgrade Base
ExtraUtilities:enderQuarryUpgrade:1, Ender Quarry World Hole Upgrade
ExtraUtilities:enderQuarryUpgrade:2, Ender Quarry Silk Touch Upgrade
ExtraUtilities:enderQuarryUpgrade:3, Ender Quarry Fortune I Upgrade
ExtraUtilities:enderQuarryUpgrade:4, Ender Quarry Fortune II Upgrade
ExtraUtilities:enderQuarryUpgrade:5, Ender Quarry Fortune III Upgrade
ExtraUtilities:enderQuarryUpgrade:6, Ender Quarry Speed I Upgrade
ExtraUtilities:enderQuarryUpgrade:7, Ender Quarry Speed II Upgrade
ExtraUtilities:enderQuarryUpgrade:8, Ender Quarry Speed III Upgrade
ExtraUtilities:enderQuarryUpgrade:9, Ender Quarry Pump Upgrade
ExtraUtilities:plant/ender_lilly, Ender-Lily Seeds
ExtraUtilities:timer, Redstone Clock
ExtraUtilities:magnumTorch:0, Magnum Torch
ExtraUtilities:drum:0, Drum
ExtraUtilities:drum:1, Bedrockium Drum
ExtraUtilities:generator:0, Survivalist Generator
ExtraUtilities:generator:1, Furnace Generator
ExtraUtilities:generator:2, Lava Generator
ExtraUtilities:generator:3, Ender Generator
ExtraUtilities:generator:4, Heated Redstone Generator
ExtraUtilities:generator:5, Culinary Generator
ExtraUtilities:generator:6, Potions Generator
ExtraUtilities:generator:7, Solar Generator
ExtraUtilities:generator:8, TNT Generator
ExtraUtilities:generator:9, Pink Generator
ExtraUtilities:generator:10, High-temperature Furnace Generator
ExtraUtilities:generator:11, Nether Star Generator
ExtraUtilities:generator.8:0, Survivalist Generator
ExtraUtilities:generator.8:1, Furnace Generator
ExtraUtilities:generator.8:2, Lava Generator
ExtraUtilities:generator.8:3, Ender Generator
ExtraUtilities:generator.8:4, Heated Redstone Generator
ExtraUtilities:generator.8:5, Culinary Generator
ExtraUtilities:generator.8:6, Potions Generator
ExtraUtilities:generator.8:7, Solar Generator
ExtraUtilities:generator.8:8, TNT Generator
ExtraUtilities:generator.8:9, Pink Generator
ExtraUtilities:generator.8:10, High-temperature Furnace Generator
ExtraUtilities:generator.8:11, Nether Star Generator
ExtraUtilities:generator.64:0, Survivalist Generator
ExtraUtilities:generator.64:1, Furnace Generator
ExtraUtilities:generator.64:2, Lava Generator
ExtraUtilities:generator.64:3, Ender Generator
ExtraUtilities:generator.64:4, Heated Redstone Generator
ExtraUtilities:generator.64:5, Culinary Generator
ExtraUtilities:generator.64:6, Potions Generator
ExtraUtilities:generator.64:7, Solar Generator
ExtraUtilities:generator.64:8, TNT Generator
ExtraUtilities:generator.64:9, Pink Generator
ExtraUtilities:generator.64:10, High-temperature Furnace Generator
ExtraUtilities:generator.64:11, Nether Star Generator
ExtraUtilities:dark_portal:0, Portal to The Deep Dark
ExtraUtilities:dark_portal:2, Portal to The Last Millenium
ExtraUtilities:etherealglass:0, Ethereal Glass
ExtraUtilities:etherealglass:1, Ineffable Glass
ExtraUtilities:etherealglass:2, Dark Ethereal Glass
ExtraUtilities:etherealglass:3, Ethereal Glass (Inverted)
ExtraUtilities:etherealglass:4, Ineffable Glass (Inverted)
ExtraUtilities:etherealglass:5, Dark Ethereal Glass (Inverted)
ThaumicTinkerer:aspectAnalyzer, Aspectalyzer
ThaumicTinkerer:infusedFarmland, tile.infusedFarmland.name
ThaumicTinkerer:nitorGas, tile.nitorGas.name
ThaumicTinkerer:gaseousLight, tile.gaseousLight.name
ThaumicTinkerer:Levitational Locomotive, Levitational Locomotive
ThaumicTinkerer:fireFire, Ignis Imbued Fire
ThaumicTinkerer:Levitational Locomotive Relay, Levitational Locomotive Relay
ThaumicTinkerer:travelStairs, Paving Stair of Travel
ThaumicTinkerer:bedrockPortal, Bedrock Portal
ThaumicTinkerer:darkQuartzStairs, Smokey Quartz Stairs
ThaumicTinkerer:enchanter, Osmotic Enchanter
ThaumicTinkerer:infusedGrainBlock, tile.infusedGrainBlock.name
ThaumicTinkerer:warpGate, Celestial Gateway
ThaumicTinkerer:funnel, Essentia Funnel
ThaumicTinkerer:gaseousShadow, tile.gaseousShadow.name
ThaumicTinkerer:fireWater, Aqua Imbued Fire
ThaumicTinkerer:fireEarth, Terra Imbued Fire
ThaumicTinkerer:fireAir, Aer Imbued Fire
ThaumicTinkerer:forcefield, Forcefield
ThaumicTinkerer:magnet:0, Kinetic Attractor
ThaumicTinkerer:magnet:1, Corporeal Attractor
ThaumicTinkerer:golemConnector, Golem Connector
ThaumicTinkerer:fireOrder, Ordo Imbued Fire
ThaumicTinkerer:repairer, Thaumic Restorer
ThaumicTinkerer:darkQuartz:0, Block of Smokey Quartz
ThaumicTinkerer:darkQuartz:1, Chiseled Smokey Quartz Block
ThaumicTinkerer:darkQuartz:2, Pillar Smokey Quartz Block
ThaumicTinkerer:darkQuartzSlab:0, Smokey Quartz Slab
ThaumicTinkerer:darkQuartzSlabFull:0, Smokey Quartz Slab
ThaumicTinkerer:fireChaos, Perditio Imbued Fire
ThaumicTinkerer:travelSlab:0, Paving Slab of Travel
ThaumicTinkerer:travelSlabFull:0, Paving Slab of Travel
ThaumicTinkerer:spawner, Tablet of Necromancy
ThaumicTinkerer:interface, Transvector Interface
ThaumicTinkerer:wardSlab:0, tile.wardSlab.name
ThaumicTinkerer:wardSlabFull:0, tile.wardSlab.name
ThaumicTinkerer:platform, Ethereal Platform
ThaumicTinkerer:animationTablet, Dynamism Tablet
ThaumicTinkerer:dislocator, Transvector Dislocator
ForbiddenMagic:ArcaneCake, Thaumic Cake
ForbiddenMagic:WrathCage, Wrath Cage
ForbiddenMagic:InkFlower, Umbral Rose
ForbiddenMagic:StarBlock, Nether Star Block
ForbiddenMagic:UmbralBush, Umbral Rose Bush
ForbiddenMagic:TaintLog, Tainted Log
ForbiddenMagic:TaintPlank, Tainted Planks
ForbiddenMagic:TaintLeaves, Tainted Leaves
ForbiddenMagic:TaintSapling, Tainted Sapling
ForbiddenMagic:TaintBlock:0, Tainted Stone
ForbiddenMagic:TaintBlock:1, Tainted Stone Bricks
funkylocomotion:frame:0, Frame Block
funkylocomotion:frame2:0, Frame Block (W)
funkylocomotion:frame3:0, Frame Block (E)
funkylocomotion:frame4:0, Frame Block (WE)
funkylocomotion:moving, tile.funkylocomotion:moving.name
funkylocomotion:pusher:0, Frame Pusher
funkylocomotion:pusher:6, Frame Puller
funkylocomotion:slider, Frame Slider
funkylocomotion:booster, Frame Booster
GraviSuite:BlockRelocatorPortal, tile.null.name
HatStand:hats.addon.hatstands.block, Hat Stand
instantblocks:ibWood, §3Instant Wooden House Block§f
instantblocks:ibLadder, §3Instant Mining Ladder Block§f
instantblocks:ibGlassDome, §3Instant Glass Dome Block§f
instantblocks:ibFarm, §3Instant Farm Block§f
instantblocks:ibFall, §3Instant Skydive Block§f
instantblocks:ibGrinder, §3Instant Grinder Block§f
instantblocks:ibPool, §3Instant Pool Block§f
instantblocks:ibUp, §3Instant Escape Ladder§f
instantblocks:ibWater, §3Instant Water Block§f
instantblocks:ibLava, §3Instant Lava Block§f
instantblocks:ibSucker, §3Instant Suction Block§f
instantblocks:ibRail, §3Instant Rail Block§f
instantblocks:ibStatue, §3Instant Statue Block§f
instantblocks:ibHarvest, §3Instant Harvester Block§f
instantblocks:ibLight, §3Instant Light Block§f
instantblocks:ibSchematic, §3Instant Schematic Block§f
instantblocks:ibTree, §3Instant Huge Tree Block§f
instantblocks:color, Color Block
instantblocks:colorLadder, Color Ladder Block
instantblocks:skydiveTP, Skydive TP Block
IronChest:BlockIronChest:0, Iron Chest
IronChest:BlockIronChest:1, Gold Chest
IronChest:BlockIronChest:2, Diamond Chest
IronChest:BlockIronChest:3, Copper Chest
IronChest:BlockIronChest:4, Silver Chest
IronChest:BlockIronChest:5, Crystal Chest
IronChest:BlockIronChest:6, Obsidian Chest
IronChest:BlockIronChest:7, DirtChest 9000!
LogisticsPipes:logisticsSolidBlock:0, Soldering Station
LogisticsPipes:logisticsSolidBlock:1, Logistics Power Junction
LogisticsPipes:logisticsSolidBlock:2, Logistics Security Station
LogisticsPipes:logisticsSolidBlock:3, Logistics Crafting Table
LogisticsPipes:logisticsSolidBlock:4, Logistics Fuzzy Crafting Table
LogisticsPipes:logisticsSolidBlock:5, Logistics Statistics Table
LogisticsPipes:logisticsSolidBlock:11, Logistics RF Power Provider
LogisticsPipes:logisticsSolidBlock:12, Logistics EU Power Provider
LogisticsPipes:logisticsPipeBlock, LogisticsPipes Pipe Block.name
millenaire:tile.ml_building, tile.ml_building.name
millenaire:tile.ml_panel, tile.ml_panel.name
millenaire:tile.ml_wood_deco:0, tile.ml_wood_deco.0.name
millenaire:tile.ml_wood_deco:1, tile.ml_wood_deco.1.name
millenaire:tile.ml_wood_deco:2, tile.ml_wood_deco.2.name
millenaire:tile.ml_wood_deco:3, tile.ml_wood_deco.3.name
millenaire:tile.ml_wood_deco:4, tile.ml_wood_deco.4.name
millenaire:tile.ml_earth_deco:0, tile.ml_earth_deco.0.name
millenaire:tile.ml_earth_deco:1, tile.ml_earth_deco.1.name
millenaire:tile.ml_stone_deco:0, tile.ml_stone_deco.0.name
millenaire:tile.ml_stone_deco:1, tile.ml_stone_deco.1.name
millenaire:tile.ml_stone_deco:2, tile.ml_stone_deco.2.name
millenaire:tile.ml_stone_deco:3, tile.ml_stone_deco.3.name
millenaire:tile.ml_path:8, tile.ml_path.8.name
millenaire:tile.ml_path:9, tile.ml_path.9.name
millenaire:tile.ml_path:10, tile.ml_path.10.name
millenaire:tile.ml_path:11, tile.ml_path.11.name
millenaire:tile.ml_path:12, tile.ml_path.12.name
millenaire:tile.ml_path:13, tile.ml_path.13.name
millenaire:tile.ml_path_slab:8, tile.ml_path_slab.8.name
millenaire:tile.ml_path_slab:9, tile.ml_path_slab.9.name
millenaire:tile.ml_path_slab:10, tile.ml_path_slab.10.name
millenaire:tile.ml_path_slab:11, tile.ml_path_slab.11.name
millenaire:tile.ml_path_slab:12, tile.ml_path_slab.12.name
millenaire:tile.ml_path_slab:13, tile.ml_path_slab.13.name
millenaire:tile.ml_cropRice, tile.ml_cropRice.name
millenaire:tile.ml_cropTurmeric, tile.ml_cropTurmeric.name
millenaire:tile.ml_cropMaize, tile.ml_cropMaize.name
millenaire:tile.ml_cropVine, tile.ml_cropVine.name
millenaire:tile.byzantine_brick, tile.byzantine_brick.name
millenaire:tile.byzantine_brick_slab, tile.byzantine_brick_slab.name
millenaire:tile.byzantine_mixedbrick, tile.byzantine_mixedbrick.name
millenaire:tile.ml_panes, tile.ml_panes.name
Railcraft:fluid.creosote, Creosote
Railcraft:fluid.steam, Steam
Railcraft:residual.heat, Residual Heat
Railcraft:cube:0, Block of Coal Coke
Railcraft:cube:9, Block of Copper
